Question,Answer,Explanation
Which of the following drugs does not give rise to hyperglycemia,Ans. (c)  Chloroquine,(Ref: Robbins 9th/pg 1107) Important drugs that give rise to hyperglycemia are:   ? GlucocorticoidsQ   ? Thyroid hormone  ? ?-adrenergic agonistsQ   ? ThiazidesQ  ? PhenytoinQ 44.
Which is the most common acute complication of diabetes,Ans. (c) Hypoglycemia,(Ref: Robbins 9th/pg 1115-1116) Acute Metabolic Complications of Diabetes:  ? Diabetic ketoacidosis (Type 1 > type 2 DM)  ? Hyperosmolar nonketotic hyperglycemia (Type 2 > type 1 DM)  ? HypoglycemiaQ (most common acute complication) 45.
Mechanisms responsible for chronic complications of Diabetes include all of the following except,Ans. (d) Chronic Inflammation,(Ref: Robbins 9th/pg1115-1116) Mechanisms responsible for chronic complications of  Diabetes are:   ? Non-enzymatic Glycosylation  ? Protein Kinase C activation  ? Disturbances in Polyol Pathways 46.
Most commonly seen feature in kidney biopsy of a patient with Diabetic Nephropathy is,Ans. (a) Diffuse Mesangial Sclerosis,(Ref: Robbins 9th/pg1118-1119) 47.
Which of the following is not an example of Diabetic Microangiopathy,Ans. (b) Stroke,(Ref: Robbins 9th/pg1115-1116) 48.
All of the following are ocular complications of Diabetes except,Ans. (b) Corneal opacity,(Ref: Robbins 9th/pg 1115-1116) Diabetic Ocular Complications  ? Diabetes-induced hyperglycemiacan lead to cataractQ  ? Glaucoma ? damage to optic nerveQ  ? Retinal vasculopathy:Q Can be non-proliferative or  proliferative 49.
Most common type of MODY is,Ans. (c) MODY 3,(Ref: Robbins 9th/pg 1107; 8th/pg 1132) Most common type of MODY is MODY3 Genetic defects of ?-cell function: Maturity?onset diabetes of the young (MODY)  ? MODY1: Hepatocyte nuclear factor 4‡ (HNF4A)Q  ? MODY2:Glucokinase (GCK)Q  ? MODY3: Hepatocyte nuclear factor 1‡ (HNF1A)Q  ? MODY4: Insulin promoter factor-1 (IPF-1)  ? Neonatal diabetes (Mutations in KCNJ11&ABCC8)Q Complete Review of Pathology 594 Answers with Explanations 50.
All of the following statement about Type 1 Diabetes are true except,"Ans. (a, c); a. Family history is present in 90% cases;   c. Type of onset is usually predictable","(Ref: Robbins 9th/pg 1106-1110; 8th/pg 1131-1134 Harrison  18th/chapter 344) Discussing options about Type 1 Diabetes, one by one a. False as Family history is present 10-20%cases b. True as insulin deficiency predisposes to DKA c. False as the rate of decline in beta cell mass varies widely  among individuals, with some patients progressing rapidly  to clinical diabetes and others evolving more slowly.  Features of diabetes do not become evident until a  majority of beta cells are destroyed (70?80%). d. True as circulating islet autoantibodies (anti-insulin, anti-GAD, anti-ICA512) causes immune  destruction of B cells e. True as it usually involves normal wt children & young  adults 51."
True about pheochromocytoma,Ans. (a) Before surgery alpha blockers are given; (c)  Mostly malignant; (d) Mostly familial;,"(e) Associated  with von Hippel-Lindau disease (Ref: R 9th pg 1135) Pheochromocytoma is often associated with MEN- 2A, MEN-2B, NF1, Von Hippel-Lindau (VHL), Familial  paraganglioma 52."
All of the following are PNET Tumors except,"Ans. (c, d) c. Ewings Sa d. Medulloepithelioma","(Ref: Robbins 9th/pg 1134-1136)   Primitive neuroectodermal tumors (PNETs) are a group  of highly malignant tumors comThe following tumors are  classified as peripheral primitive neuroectodermal tumors  (pPNETs):  ? Ewing sarcoma (osseus and extraosseous)  ? Malignant peripheral primitive neuroectodermal tu- mors (pPNETs) or peripheral neuroepithelioma of bone  and soft tissues  ? Askin tumor (peripheral neuroepithelioma of the thora- copulmonary region)  ? Other less common tumors (eg, neuroectodermal tumor,  ectomesenchymoma, peripheral medulloepithelioma) 53."
Sustentacular cells of pheochromocytoma are positive for which of the following markers,Ans. (a) S-100,"(Ref: Robbins 9/1135)   In pheochromocytoma: Immunoreactivity for neuroendo- crine markers (chromogranin and synaptophysin) is seen  in the chief cells, while the peripheral sustentacular cells  stain with antibodies against S-100 which is a calcium- binding protein. 54."
Neuroendocrine tumors are positive for,Ans. (a) Synaptophysisn 55.,No explanation provided.
Zellballen pattern is found in histology of which of the following condition,Ans. (b) Paraganglioma,"(Ref: Robbins 9/1135)   The histologic pattern in pheochromocytoma shows  tumor cells composed of clusters of polygonal to spindle  shaped chromaffin cells or chief cells that are surrounded  by supporting sustentacular cells, creating small nests  or alveoli called zellballen. These are supplied by a rich  vascular network 56."
Carcinoid tumours commonly arise from,"Ans. (b) Argentaffin cells of small intestine   Carcinoid tumors arise from argentaffin cells of the crypts  of LieberkÅhn and are found from the distal duodenum to  the ascending colon, areas embryologically derived from  the midgut. 57.",No explanation provided.
Which of the following is paraganglioma,"Ans. (b, c, e) b. Extra-adrenal Pheochromocytoma   c. Carotid body tumour  e. Glomus tympanicum",(Ref: Robbins 9th/ 741-42; Harrison 19th/ 2329-35;Davidson  22nd/ 781; CMDT 2016/ 1158; Danhert Radiology Review  Manual 7th/401)   Pheochromocytomas  and  paragangliomas  are  catecholamine- producing tumors derived from the  sympathetic or parasympathetic nervous system 58.
Pheochromocytomas has been associated with ?the rule of 10?s. The following statements are true about Pheo- chromocytoma except,Ans. (c)  10% inherited,(Ref: Robbins 9th/pg 1134-1135/8th 1159-1160) 59.
Pheochromocytoma is a tumour of,Ans. (b) Adrenal medulla,(Ref: Robbins 9th/pg 1135) 60.
Which of the following are true about pheochromocy- toma,"Ans. (a, b, c, e); a. Synthesizes epinephrine &  norepinephrine;  b.  Increased  urinary  5HIAA;  c. Diagnosed by urinary catecholamine metabolites;  e. Tumor of adrenal medulla and sympathetic ganglion","(Ref: Robbins 9th/pg 1134-1135; 8th/pg 1159-1160 Harrison  18th/chapter 343) Biochemical tests for Pheochromocytoma:  ? Pheochromocytomas synthesize & store catecholamines,  which  include  norepinephrine  (noradrenaline),  epinephrine (adrenaline), and dopamine.   ? Elevated plasma and urinary levels of catecholamines  and the methylated metabolites, metanephrines, are  the cornerstone for the diagnosis.  ? Urinary tests for vanillylmandelic acid (VMA), meta- nephrines (total or fractionated), and catecholamines  are widely available and are used commonly for initial  testing.  61."
Tumor that follows rule of 10 is,Ans. (a) Pheochromocytoma,(Ref: R 9th/pg 1134-1135) 62.
Which of the following is most reliable feature of malignant transformation of pheochromocytoma ? a. Involvement of lymph nodes,Ans. (a) Involvement of lymph nodes,"(Ref: Robbins 9th/pg 1134-1135)  ? There is no histologic feature that reliably predicts  clinical behavior.  ? Therefore, the definitive diagnosis of malignancy  in pheochromocytomas is based exclusively on the  presence of metastases.  ? Metastasis: Involve regional lymph nodesQ, liverQ,  lungQ, and boneQ 63."
Glomus Cells are found in -,Ans. (a) Carotid body Tumour,"(Ref: Robbins 9th/pg 517) Glomus tumour (Carotid body tumor)  ? Distinctive neoplasm which arises from modified  smooth muscle cells of the normal glomus body. 595 Chapter 19 ? Endocrine System and its Disorders Answers with Explanations  ? Glomus body is a specialized form of arteriovenous  anastomosis, involved in temperature regulation.   ? There is a central coiled canal known as Suquet-Hoyer  canal whichis lined by plump endothelial cells.  64."
Zellballen pattern is found in -,"Ans. (a, b); a. Pheochromocytoma; b. Paraganglioma","(Ref: Robbins 9th/pg 1135; 8th/pg 1160) Microscopic Feature of Pheochromocytoma  ? Tumors made of clusters of polygonal to spindle- shaped chromaffin cells surrounded by sustentacular  cells, creating small nests (zellballen)Q, with rich  vascularity.  ? ?Salt and pepper? nuclear chromatin: characteristic of  neuroendocrine tumors.  ? Electron microscopy: Membrane-bound, electron- dense secretoryQ granules. Zellballen pattern is also found in Paraganglioma 65."
Features of cafÇ au lait spots are all except,Ans. (d) Most common pigmented lesions,(Ref: Robbins 9th/pg 1143) Most commonQ pigmented lesions- freckles Other 3 options are features of cafÇ au lait spots 2.
Acanthosis means,Ans. (c) Diffuse epidermal hyperplasia,(Ref: Robbin 9th/pg 1143) Microscopic Lesions Definition Acanthosis Diffuse epidermal hyperplasiaQ Hyperkeratosis Thickening of the stratum  corneumQ 3.
Spongiosis is seen in,Ans. (a) Acute eczema,(Ref: Robbins 9th/pg 1163; 1143) Microscopic Lesions Definition Spongiosis Intercellular edema of the  epidermisQ 4.
True about Dyskeratosis congenita,"Ans. (a, b, c, d, e); a. Pancytopenia; b. Nail dystrophy;   c. Hyperkeratosis; d. X linked; e. Leukoplakia","(Ref: Table 41.4 Wintrobe?s Clinical Hematology,12th Edition)   Dyskeratosis Congenita  ? Inherited Bone Marrow Failure Syndrome  ? Majority of patients present with pancytopenia  ? Abnormal nails, reticular rash, leukoplakia  ? X-linked recessive, autosomal dominant, and autosomal  recessive inheritance patterns have been reported  ? Patients exhibit a predisposition to bone marrow failure,  malignancy, and pulmonary dysfunction. 5."
Munro microabscesses are seen in,Ans. (c) Psoriasis,(Ref: Robbins 9th/pg 1165; 8th/pg 1185)   Psoriasis  ? Intraepidermal infiltrates of neutrophils   É In the stratum corneum (Munro microabscesses)Q   É The spinous layer (spongiform pustules of Kogoj)Q 6.
A 20-year-old female presented with painful blister in skin and oral mucosa. Direct immunofluorescence picture of which is given below. Which of the following is not true regarding the same,Ans. (a) Antibodies against hemidesmosomes,"(Ref: Lever dermatopathology/ 10th 273)   Antibody targets for Pemphigus: Diseases Antigens Pemphigus Vulgaris Mucosal Desmoglein 3  Mucocutaneous Desmoglein 3 &1  Pemphigus foliaceus   The most common bullous lesion is bullous pemphigoid.  ? And the most common pattern of Immuno-fluorescence  is Linear IgG deposit along basement membrane. So, the  best possible answer is A. 7."
What is the diagnosis of the below histopathology image,Ans. (a) Pemphigus,(Ref: Robbins 9th/pg 1167)   Pemphigus Vulgaris  ? Suprabasal blister formation  ? Row of tombstone appearance 8.
Fish net pattern seen in,Ans. (a) Pemphigus Vulgaris 9.,No explanation provided.
Acantholysis means,Ans. (b) Loss of intercellular connections,(Ref: Robbins 9th/pg 1165; 8th/pg 1168) Acantholysis- Separation of keratinocytes- Loss of  intercellular connections Acanthosis- Diffuse epidermal hyperplasia  Spongiosis-Intercellular edema of the epidermis. 10.
"In congenital dystrophic variety of epidermolysis bullosa, mutation is seen in the gene coding for",Ans. (b) Collagen type VII,"(Ref:  http://ghr.nlm.nih.gov/condition/dystrophic-epidermoly- sis-bullosa, J Med Genet. 2007 Mar; 44(3): 181?192.)  ? Mutations in the COL7A1 gene seen in dystrophic  epidermolysis bullosa  ? COL7A1 mutations alter the structure or disrupt the  production of type VII collagen, which impairs its  ability to help connect the epidermis to the dermis. INFECTIONS 12.  The ?Lepra cells? are:  (Recent Question 2014)   a. histologically   b. Histiocytes   c. Lymphocytes  d. Neutrophils Plasma cells 13.  In lepromatous leprosy, globi consist of:       (Recent Question 2014)   a. Macrophage cells laden with acid fast bacill    b. Lipid laden macrophages and degenerated tissue    c. Activated lymphocytes    d. Immunoglobulin-containing plasma cells SKIN TUMORS 14.  Which of the following is a precancerous condition of  the skin?   (MH PG 2014)   a. Bowen disease   b. Seborrhoeic keratosis    c. Leprosy   d. Psoriasis 15.  Mutation in malignant melanoma:       (Kerela 2016), (Recent Question 2015)   a. N-myc   b. CDKN2A     c. RbT  d. None    Answers with Explanations 611 Chapter 20 ? Skin and its Disorders Answers with Explanations 11."
?Row of tombstones? appearance is seen in,Ans. (b) Pemphigus,(Ref: Robbins 9th/pg 1167) Disease  Biopsy features  DIF  Pemphigus  vulgaris   ? Suprabasal acantholytic  vesicle (tombstone  pattern)Q  ? Mixed perivascular  infiltrate with  eosinophilsQ IgG within  suprabasal  intercellular  spaces  ?fishnet  patternQ 12.
Most sensitive to hypoxia is,Ans. (a) Neurons,(Ref: Robbins 9th/pg 130; 8th/pg 129)  ? Neurons undergo irreversible damage after 3 to 4  minutesQ of ischemia 2.
Rosenthal fibres are,Ans. (b) Intracytoplasmic inclusions,"(Ref: Robbins 9th/pg 1253) Rosenthal fibers-  ? Brightly  eosinophilic  structures/inclusions  within  cytoplasm ofQ astrocytic processes  ? Contain two heat-shock proteins (‡B-crystallin and  hsp27) as well as ubiquitinQ  ? Seen in Alexander disease, pilocytic astrocytomaQ. 3."
Rosenthal fibres in astrocytoma are composed of,Ans. (a) Heat shock proteins,(Ref: Robbins 9th/pg 1253) 4.
Phagocytosis in brain is caused by,Ans. (b) Microglia,(Ref: Robbins 9th/pg 1253; 8th/pg 1282) 5.
Which is a mesenchymal cell,Ans. (a) Microglia,"(Ref: Robbins 9th/pg 1253; 8th/pg 1282)  ? Microglial cells are mesodermal in origin.  ? When the debris filled in the microglial cytoplasm is  lipid- gitter cells  ? Option B, C and D-All the other cells are derived from  neuroectoderm 6."
The following cell types does not participate in repair after brain infarction,Ans. (c) Fibroblasts,(Ref: Robbins 9th/pg 1253; 8th/pg 1282) 7.
Disease or infarction of neurological tissue causes it to be repaired by,Ans. (b) Neuroglia,(Ref: Robbins 9th/pg 1253; 8th/pg 1282) 8.
Retraction ball is seen after injury to,Ans. (c) Brain,"(Ref: Refer The Journal of Neuroscience. 24 (19): 4605?4613). Axons are normally elastic, but when rapidly stretched as  in diffuse axonal injury they become brittle, and the axonal  cytoskeleton can be broken Axonal transport continues up to the point of the break  in the cytoskeleton, leading to a buildup of transport  products and local swelling at that point When it becomes large enough, swelling can tear the axon  at the site of the break in the cytoskeleton, causing it to  draw back toward the cell body and form a bulb This bulb is called a retraction ball, the hallmark of  diffuse axonal injury 9."
